ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
18897,CS,4414,002,Lecture,"3","Yonghwi Kwon","TuTh 3:30PM - 4:45PM","Rice Hall 130","Operating Systems","",Open,52,90,0,"Analyzes process communication and synchronization; resource management; virtual memory management algorithms; file systems; and networking and distributed systems.   Prerequisite: CS 2150 with grade of C- or higher, and CS 3330 or ECE 3430 with a grade of C- or higher."
16728,CS,4434,001,Lecture,"3","Homa Alemzadeh","TuTh 5:00PM - 6:15PM","Thornton Hall E304","Dependable Computing Systems","",Open,5,12,0,"Focuses on techniques for designing and analyzing dependable computer-based systems. Topics include basic dependability concepts and attributes, fault models and effects, combinatorial and state-space modeling, hardware redundancy, error detecting and correcting codes, time redundancy, software fault tolerance, checkpointing and recovery, reliable networked systems, error detection techniques, and experimental dependability evaluation techniques.   Prerequisites: APMA 3100 or APMA 3110; CS 3330 or ECE 4435 (co-requisite); ECE 3430 (preferred). A working knowledge of programming is required for homework and mini projects."
16932,CS,4444,001,Lecture,"3","Andrew Grimshaw","TuTh 5:00PM - 6:15PM","Thornton Hall D115","Introduction to Parallel Computing","",Open,20,35,1,"Introduces the student to the basics of high-performance parallel computing and the national cyber-infrastructure. The course is targeted for both computer science students and students from other disciplines who want to learn how to significantly increase the performance of applications.   Prerequisites: CS 2150 with grade of B or higher, CS3330 or ECE 3430 with a grade of B or higher, or consent of instructor."
16454,CS,4457,001,Lecture,"3","Bradford Campbell","TuTh 3:30PM - 4:45PM","Olsson Hall 120","Computer Networks","",Open,48,65,0,"A first course in communication networks for upper-level undergraduate students. Topics include the design of modern communication networks; point-to-point and broadcast network solutions; advanced issues such as Gigabit networks; ATM networks; and real-time communications. Cross-listed as ECE 4457. Prerequisite:  CS 3330 or ECE 3430"
18898,CS,4501,001,Lecture,"3","Nhat Nguyen","MoWeFr 12:00PM - 12:50PM","Thornton Hall E303","Special Topics in Computer Science","Machine Learning",Open,85,96,1,"Content varies annually, depending on instructor interests and the needs of the department. Similar to CS 5501 and CS 7501, but taught strictly at the undergraduate level.  Prerequisite: Instructor permission; additional specific requirements vary with topics."
18899,CS,4501,002,Lecture,"3","Nhat Nguyen","MoWeFr 1:00PM - 1:50PM","Thornton Hall E303","Special Topics in Computer Science","Machine Learning",Open,78,96,1,"Content varies annually, depending on instructor interests and the needs of the department. Similar to CS 5501 and CS 7501, but taught strictly at the undergraduate level.  Prerequisite: Instructor permission; additional specific requirements vary with topics."
16851,CS,4501,003,Lecture,"3","Madhur Behl","MoWe 2:00PM - 3:15PM","Rice Hall 120","Special Topics in Computer Science","F1/10: Autonomous Racing",Closed,27,27,1,"Content varies annually, depending on instructor interests and the needs of the department. Similar to CS 5501 and CS 7501, but taught strictly at the undergraduate level.  Prerequisite: Instructor permission; additional specific requirements vary with topics."
18900,CS,4501,004,Lecture,"3","Co-taught by David Evans (CS) and Denis Nekipelov (Economics)","TuTh 9:30AM - 10:45AM","Mechanical Engr Bldg 213","Special Topics in Computer Science","Markets, Mechanisms,& Machines",Closed,19,20,0,"Content varies annually, depending on instructor interests and the needs of the department. Similar to CS 5501 and CS 7501, but taught strictly at the undergraduate level.  Prerequisite: Instructor permission; additional specific requirements vary with topics."
16477,CS,4501,005,Lecture,"3","Thomas Pinckney","MoWe 2:00PM - 3:15PM","Mechanical Engr Bldg 339","Special Topics in Computer Science","Internet Scale Applications",Open,57,60,1,"Content varies annually, depending on instructor interests and the needs of the department. Similar to CS 5501 and CS 7501, but taught strictly at the undergraduate level.  Prerequisite: Instructor permission; additional specific requirements vary with topics."
18902,CS,4501,007,Lecture,"3","Ahmed Ibrahim","Fr 2:00PM - 4:30PM","Rice Hall 340","Special Topics in Computer Science","Penetration Testing",Closed,13,10,0,"Content varies annually, depending on instructor interests and the needs of the department. Similar to CS 5501 and CS 7501, but taught strictly at the undergraduate level.  Prerequisite: Instructor permission; additional specific requirements vary with topics."
20122,CS,4501,008,Lecture,"3","Farzad Hassanzadeh","TuTh 5:00PM - 6:15PM","Thornton Hall E316","Special Topics in Computer Science","Stat Learning & Graph Models",Open,19,35,0,"Content varies annually, depending on instructor interests and the needs of the department. Similar to CS 5501 and CS 7501, but taught strictly at the undergraduate level.  Prerequisite: Instructor permission; additional specific requirements vary with topics."
19103,CS,4620,001,Lecture,"3","Mary Soffa","TuTh 11:00AM - 12:15PM","Olsson Hall 009","Compilers","",Open,14,38,0,"Provides an introduction to the field of compilers, which translate programs written in high-level languages to a form that can be executed. The course covers the theories and mechanisms of compilation tools. Students will learn the core ideas behind compilation and how to use software tools such as lex/flex, yacc/bison to build a compiler for a non-trivial programming language.  Prerequisite: CS2150 with grade of C- or higher. CS3330 recommended."
16543,CS,4630,001,Lecture,"3","Yuan Tian","MoWe 3:30PM - 4:45PM","Olsson Hall 120","Defense Against the Dark Arts","",Open,114,125,3,"Viruses, worms, and other malicious software are an ever-increasing threat to computer systems. There is an escalating battle between computer security specialists and the designers of malicious software. This course provides an essential understanding of the techniques used by both sides of the computer security battle. Prerequisite: CS 2150 with a grade of C- or above."
16639,CS,4640,001,Lecture,"3","Upsorn Praphamontripong","TuTh 2:00PM - 3:15PM","Clark Hall 108","Programming Languages for Web Applications","",Closed,117,94,3,"Presents programming languages and implementations used in developing web applications. Both client and server side languages are presented as well as database languages. In addition, frameworks that enable interactive web pages are discussed as well as formatting languages. Language features and efficiencies including scoping, parameter passing, object orientation, just in time compilation and dynamic binary translation are included. Prerequisite: CS 2150 with a grade of C- or higher."
16854,CS,4710,001,Lecture,"3","James Cohoon,Michael Freenor","MoWeFr 9:00AM - 9:50AM","Olsson Hall 120","Artificial Intelligence","",Open,81,120,0,"Introduces artificial intelligence. Covers fundamental concepts and techniques and surveys selected application areas. Core material includes state space search, logic, and resolution theorem proving. Application areas may include expert systems, natural language understanding, planning, machine learning, or machine perception. Provides exposure to AI implementation methods, emphasizing programming in Common LISP.  Prerequisite: CS 2150 with grade of C- or higher."
16901,CS,4720,001,Lecture,"3","Daniel Graham","MoWeFr 11:00AM - 11:50AM","Mechanical Engr Bldg 341","Mobile Application Development","",Open,70,80,8,"Mobile computing devices have become ubiquitous in our communities. In this course, we focus on the creation of mobile solutions for various modern platforms, including major mobile operating systems. Topics include mobile device architecture, programming languages, software engineering, user interface design, and app distribution. Prerequisite: CS 2150 with a grade of C- or higher."
16456,CS,4740,001,Lecture,"3","Marty Humphrey","TuTh 9:30AM - 10:45AM","Thornton Hall E316","Cloud Computing","",Closed,83,80,21,"Investigates the architectural foundations of the various cloud platforms, as well as examining both current cloud computing platforms and modern cloud research. Student assignments utilize the major cloud platforms. Prerequisite: CS 2150 with grade of C- or higher."
16455,CS,4750,001,Lecture,"3","Nada Basit","MoWe 3:30PM - 4:45PM","Mechanical Engr Bldg 205","Database Systems","",Closed,105,80,13,"Introduces the fundamental concepts for design and development of database systems. Emphasizes relational data model and conceptual schema design using ER model, practical issues in commercial database systems, database design using functional dependencies, and other data models. Develops a working relational database for a realistic application.  Prerequisite: CS 2150 with grades of C- or higher."
16920,CS,4760,001,Lecture,"3","Ahmed Ibrahim","MoWe 5:00PM - 6:15PM","Olsson Hall 120","Network Security","",Open,71,80,0,"This course covers the principles of secure network communications and the application of network security. Topics include: attack types, attack surfaces, attack phases, network security devices.(a)symmetric key encryption, cryptographic hash function, authentication/identification techniques, key  distribution, and data integrity assurance. Also, currently used security mechanisms and protocols will be discussed."
16343,CS,4971,001,Practicum,"3","Ahmed Ibrahim","MoWeFr 10:00AM - 10:50AM","Rice Hall 130","Capstone Practicum II","",Open,92,110,0,"This course is one option in the CS fourth-year thesis track and is the continuation from CS 4970. Under the practicum track, students will take two 3-credit courses, CS 4970 and CS 4971. These courses would form a year-long group-based and project-based practicum class. There would be an actual customer, which could be either internal (the course instructor, other CS professors, etc.) or external (local companies, local non-profits, etc.).  Prerequisite: CS 4970"
20324,CS,4980,001,Independent Study,"1 - 3","Joanne Dugan","TBA","TBA","Capstone Research","",Open,0,30,0,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project.  Prerequisite: CS 2150 with a grade of C- or higher"
16363,CS,4980,002,Independent Study,"1 - 3","James Cohoon","TBA","TBA","Capstone Research","",Open,1,30,0,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project.  Prerequisite: CS 2150 with a grade of C- or higher"
16364,CS,4980,003,Independent Study,"1 - 3","Jack Davidson","TBA","TBA","Capstone Research","",Open,3,30,0,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project.  Prerequisite: CS 2150 with a grade of C- or higher"
16365,CS,4980,004,Independent Study,"1 - 3","David Evans","TBA","TBA","Capstone Research","",Open,4,30,0,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project.  Prerequisite: CS 2150 with a grade of C- or higher"
16366,CS,4980,005,Independent Study,"1 - 3","Mark Floryan","TBA","TBA","Capstone Research","",Open,3,30,0,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project.  Prerequisite: CS 2150 with a grade of C- or higher"
20318,CS,4980,006,Independent Study,"1 - 3","Homa Alemzadeh","TBA","TBA","Capstone Research","",Open,0,30,0,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project.  Prerequisite: CS 2150 with a grade of C- or higher"
16367,CS,4980,007,Independent Study,"1 - 3","Hongning Wang","TBA","TBA","Capstone Research","",Open,1,30,0,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project.  Prerequisite: CS 2150 with a grade of C- or higher"
20330,CS,4980,008,Independent Study,"1 - 3","Jonathan Goodall","TBA","TBA","Capstone Research","",Open,0,30,0,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project.  Prerequisite: CS 2150 with a grade of C- or higher"
20338,CS,4980,009,Independent Study,"1 - 3","Denis Nekipelov","TBA","TBA","Capstone Research","",Open,0,30,0,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project.  Prerequisite: CS 2150 with a grade of C- or higher"
16800,CS,4980,010,Independent Study,"1 - 3","Madhur Behl","TBA","TBA","Capstone Research","",Open,7,30,0,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project.  Prerequisite: CS 2150 with a grade of C- or higher"
16583,CS,4980,011,Independent Study,"1 - 3","Luther Tychonievich","TBA","TBA","Capstone Research","",Open,0,30,0,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project.  Prerequisite: CS 2150 with a grade of C- or higher"
16368,CS,4980,012,Independent Study,"1 - 3","Mohammad Mahmoody Ghidary","TBA","TBA","Capstone Research","",Open,1,30,0,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project.  Prerequisite: CS 2150 with a grade of C- or higher"
20339,CS,4980,013,Independent Study,"1 - 3","Malathi Veeraraghavan","TBA","TBA","Capstone Research","",Open,2,30,0,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project.  Prerequisite: CS 2150 with a grade of C- or higher"
16369,CS,4980,014,Independent Study,"1 - 3","Yanjun Qi","TBA","TBA","Capstone Research","",Open,1,30,0,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project.  Prerequisite: CS 2150 with a grade of C- or higher"
16370,CS,4980,015,Independent Study,"1 - 3","Gabriel Robins","TBA","TBA","Capstone Research","",Open,0,30,0,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project.  Prerequisite: CS 2150 with a grade of C- or higher"
20340,CS,4980,016,Independent Study,"1 - 3","Kristen Naegle","TBA","TBA","Capstone Research","",Open,0,30,0,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project.  Prerequisite: CS 2150 with a grade of C- or higher"
16371,CS,4980,017,Independent Study,"1 - 3","Mark Sherriff","TBA","TBA","Capstone Research","",Open,3,30,0,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project.  Prerequisite: CS 2150 with a grade of C- or higher"
16372,CS,4980,018,Independent Study,"1 - 3","Kevin Skadron","TBA","TBA","Capstone Research","",Open,0,30,0,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project.  Prerequisite: CS 2150 with a grade of C- or higher"
20549,CS,4980,019,Independent Study,"1 - 3","Sebastian Elbaum","TBA","TBA","Capstone Research","",Open,1,30,0,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project.  Prerequisite: CS 2150 with a grade of C- or higher"
20610,CS,4980,020,Independent Study,"1 - 3","Samira Khan","TBA","TBA","Capstone Research","",Open,1,30,0,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project.  Prerequisite: CS 2150 with a grade of C- or higher"
20626,CS,4980,021,Independent Study,"1 - 3","Jack Davidson,Ying Foutz","TBA","TBA","Capstone Research","",Open,1,30,0,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project.  Prerequisite: CS 2150 with a grade of C- or higher"
16373,CS,4980,022,Independent Study,"1 - 3","Alfred Weaver","TBA","TBA","Capstone Research","",Open,0,30,0,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project.  Prerequisite: CS 2150 with a grade of C- or higher"
20893,CS,4980,023,Independent Study,"1 - 3","Anil Kumar Vullikanti","TBA","TBA","Capstone Research","",Open,0,30,0,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project.  Prerequisite: CS 2150 with a grade of C- or higher"
20894,CS,4980,024,Independent Study,"1 - 3","Madhav Marathe","TBA","TBA","Capstone Research","",Open,0,30,0,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project.  Prerequisite: CS 2150 with a grade of C- or higher"
20934,CS,4980,025,Independent Study,"1 - 3","Yonghwi Kwon","TBA","TBA","Capstone Research","",Open,3,30,0,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project.  Prerequisite: CS 2150 with a grade of C- or higher"
16582,CS,4980,026,Independent Study,"1 - 3","Nada Basit","TBA","TBA","Capstone Research","",Open,6,30,0,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project.  Prerequisite: CS 2150 with a grade of C- or higher"
20972,CS,4980,027,Independent Study,"1 - 3","Aidong Zhang","TBA","TBA","Capstone Research","",Open,0,30,0,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project.  Prerequisite: CS 2150 with a grade of C- or higher"
20973,CS,4980,028,Independent Study,"1 - 3","David Wu","TBA","TBA","Capstone Research","",Open,0,30,0,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project.  Prerequisite: CS 2150 with a grade of C- or higher"
21133,CS,4980,029,Independent Study,"1 - 3","Nhat Nguyen","TBA","TBA","Capstone Research","",Open,2,30,0,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project.  Prerequisite: CS 2150 with a grade of C- or higher"
16597,CS,4980,030,Independent Study,"1 - 3","Baishakhi Ray","TBA","TBA","Capstone Research","",Open,0,30,0,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project.  Prerequisite: CS 2150 with a grade of C- or higher"
21201,CS,4980,031,Independent Study,"1 - 3","Worthy Martin","TBA","TBA","Capstone Research","",Open,1,30,0,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project.  Prerequisite: CS 2150 with a grade of C- or higher"
16778,CS,4980,032,Independent Study,"1 - 3","Ahmed Ibrahim","TBA","TBA","Capstone Research","",Open,0,30,0,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project.  Prerequisite: CS 2150 with a grade of C- or higher"
21293,CS,4980,033,Independent Study,"1 - 3","Matthew Dwyer","TBA","TBA","Capstone Research","",Open,1,30,0,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project.  Prerequisite: CS 2150 with a grade of C- or higher"
16779,CS,4980,034,Independent Study,"1 - 3","Upsorn Praphamontripong","TBA","TBA","Capstone Research","",Open,1,30,0,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project.  Prerequisite: CS 2150 with a grade of C- or higher"
16780,CS,4980,037,Independent Study,"1 - 3","Lu Feng","TBA","TBA","Capstone Research","",Open,4,30,0,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project.  Prerequisite: CS 2150 with a grade of C- or higher"
16801,CS,4980,039,Independent Study,"1 - 3","Nathan Brunelle","TBA","TBA","Capstone Research","",Open,7,30,0,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project.  Prerequisite: CS 2150 with a grade of C- or higher"
16856,CS,4980,041,Independent Study,"1 - 3","Yuan Tian","TBA","TBA","Capstone Research","",Open,4,30,0,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project.  Prerequisite: CS 2150 with a grade of C- or higher"
16917,CS,4980,042,Independent Study,"1 - 3","Farzad Hassanzadeh","TBA","TBA","Capstone Research","",Open,0,30,0,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project.  Prerequisite: CS 2150 with a grade of C- or higher"
16927,CS,4980,043,Independent Study,"1 - 3","Dimitrios Diochnos","TBA","TBA","Capstone Research","",Open,0,30,0,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project.  Prerequisite: CS 2150 with a grade of C- or higher"
16930,CS,4980,044,Independent Study,"1 - 3","Haiying Shen","TBA","TBA","Capstone Research","",Open,4,30,0,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project.  Prerequisite: CS 2150 with a grade of C- or higher"
16802,CS,4993,001,Independent Study,"1 - 3","Madhur Behl","TBA","TBA","Independent Study","",Open,4,30,0,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware).  Prerequisite: Instructor permission."
15914,CS,4993,002,Independent Study,"1 - 3","Mary Soffa","TBA","TBA","Independent Study","",Open,0,10,0,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware).  Prerequisite: Instructor permission."
15915,CS,4993,003,Independent Study,"1 - 3","Andrew Grimshaw","TBA","TBA","Independent Study","",Open,2,10,0,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware).  Prerequisite: Instructor permission."
20317,CS,4993,004,Independent Study,"1 - 3","Homa Alemzadeh","TBA","TBA","Independent Study","",Open,1,30,0,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware).  Prerequisite: Instructor permission."
20323,CS,4993,005,Independent Study,"1 - 3","Joanne Dugan","TBA","TBA","Independent Study","",Open,0,30,0,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware).  Prerequisite: Instructor permission."
20329,CS,4993,006,Independent Study,"1 - 3","Jonathan Goodall","TBA","TBA","Independent Study","",Open,1,30,0,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware).  Prerequisite: Instructor permission."
20335,CS,4993,007,Independent Study,"1 - 3","Denis Nekipelov","TBA","TBA","Independent Study","",Open,1,30,0,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware).  Prerequisite: Instructor permission."
16184,CS,4993,008,Independent Study,"1 - 3","James Cohoon","TBA","TBA","Independent Study","",Open,0,10,0,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware).  Prerequisite: Instructor permission."
20336,CS,4993,009,Independent Study,"1 - 3","Malathi Veeraraghavan","TBA","TBA","Independent Study","",Open,1,30,0,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware).  Prerequisite: Instructor permission."
16228,CS,4993,010,Independent Study,"1 - 3","Mark Sherriff","TBA","TBA","Independent Study","",Open,2,10,0,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware).  Prerequisite: Instructor permission."
16229,CS,4993,011,Independent Study,"1 - 3","Kevin Sullivan","TBA","TBA","Independent Study","",Open,0,10,0,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware).  Prerequisite: Instructor permission."
